Department,Department Name,Division,Gender,Base Salary,2024 Overtime Pay,2024 Longevity Pay,Grade
DOT,Department of Transportation,DOT 50 Transportation Construction Section,M,98453.85,783.77,0,23
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,F,87523,0,0,16
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311 Call Center,M,109722.11,0,0,N23
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,123933.82,0,0,24
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,99719,7181.64,0,19
ABS,Alcohol Beverage Services,ABS 85 Special Order Liquor and Wine Warehouse Operations,M,70515.15,4508.59,0,13
COR,Correction and Rehabilitation,COR 42 MSD Procurement and Contracts,F,119032,0,0,N23
POL,Department of Police,POL 47 MSB Personnel Division Background Section,F,130181,152.64,0,N25
DOT,Department of Transportation,DOT 50 Highway Services,M,82292.24,21446.8,0,15
POL,Department of Police,POL 47 MSB Personnel Division Background Section,M,108899,0,0,21
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,86548.91,13408.61,0,N17
POL,Department of Police,POL 47 MSB Personnel Division Background Section,M,108899,0,0,21
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,29068.15,0,0,8
LIB,Department of Public Libraries,LIB 71 Twinbrook Library,F,87798.72,0,0,N20
HCA,Department of Housing and Community Affairs,HCA 76 Finance and Administration Division,F,194980,0,0,M2
CCL,County Council,CCL 01 Council Central Staff,M,149112,0,0,N28
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,130181,0,0,N25
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92036.29,6947.54,0,T1
DOT,Department of Transportation,DOT 50 Highway Services,M,45701.25,0,0,15
DOT,Department of Transportation,DOT 50 Transit Operations and Planning,F,89644.35,0,0,N21
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,1012.35,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,19566.31,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,12014.84,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,89818.8,17392.23,0,T1
DOT,Department of Transportation,DOT 50 Highway Services,M,86014.79,14651.41,0,16
DPS,Department of Permitting Services,DPS 75 Commercial Electrical and FPS Inspections,M,119032,2193.14,0,23
POL,Department of Police,POL 47 FSB Traffic Division School Safety Section,F,33930.42,0,0,10
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,M,124464,7027.92,0,24
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,119032,0,0,23
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,82076,0,0,18
POL,Department of Police,POL 47 MSB Communications Division,F,99719,27490.26,0,19
POL,Department of Police,POL 47 MSB Information Mgmt and Tech Division Warrant Control Section,M,81332.89,5936.38,0,16
POL,Department of Police,POL 47 PSB 3rd District Patrol,F,77288.5,0,0,16
POL,Department of Police,POL 47 MSB Communications Division,M,49859.5,10.14,0,19
DPS,Department of Permitting Services,DPS 75 Commercial Electrical and FPS Inspections,M,119032,0,0,23
DPS,Department of Permitting Services,DPS 75 Commercial Bldg/LS/Access/FPS,M,136188,0,0,26
POL,Department of Police,POL 47 MSB Management and Budget Division,F,79367.13,0,0,16
POL,Department of Police,POL 47 FSB Security Services Division,M,102905.75,1958.69,0,N23
POL,Department of Police,POL 47 PSB 4th District Patrol,M,87499,357.61,0,P4
LIB,Department of Public Libraries,LIB 71 Damascus Library,F,66793.45,0,0,16
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,99719,0,0,19
DOT,Department of Transportation,DOT 50 Highway Services,M,87759.84,32991.27,0,N21
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,99719,0,0,19
DGS,Department of General Services,DGS 36 Fleet Automotive Heavy Equipment,M,99719,0,0,19
DOT,Department of Transportation,DOT 50 Parking Management Parking Operations,F,67924.94,0,0,11
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,124049.79,0,0,24
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,124464,0,0,24
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,96416.95,4774.12,0,20
DPS,Department of Permitting Services,DPS 75 Commercial Electrical and FPS Inspections,M,119032,2468.95,0,23
CEC,Community Engagement Cluster,CEC 16 Community Partnerships,F,180000,0,0,EX3
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,71773.23,0,0,16
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,71773.69,0,0,16
FRS,Fire and Rescue Services,FRS 45 Fleet Operations,M,119032,7427.34,0,23
DOT,Department of Transportation,DOT 50 Transit Safety and Instruction,F,119032,18044.81,0,N23
LIB,Department of Public Libraries,LIB 71 Brigadier General Charles E. McGee Library,F,25871.62,0,0,8
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,70417.33,9334.77,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,37236.78,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,29796.96,0,T1
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,89818.8,4765.09,0,T1
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,83447.51,7688.73,0,T1
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,19054.46,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,89818.8,44634.73,0,T1
DEP,Department of Environmental Protection,DEP 80 Strategic Services Division,F,114318.22,0,0,26
PIO,Office of Public Information,PIO 23 Cable Programming,F,119032,0,0,N23
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,92036.29,8771.42,0,T1
HHS,Department of Health and Human Services,HHS 60 Director's Office Division,F,194980,0,0,M2
LIB,Department of Public Libraries,LIB 71 Marilyn J Praisner Library,F,73477.52,0,0,18
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,80335,110.88,0,14
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,87523,0,0,16
DGS,Department of General Services,DGS 36 Fleet Management Administration,M,130181,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,124464,0,0,24
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,105337.06,3818.64,0,22
FRS,Fire and Rescue Services,FRS 45 Station 3,M,110232,481.6,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 13,F,95441,1569.16,0,F2
FIN,Department of Finance,FIN 32 Division of Fiscal Management,F,169555,0,0,M3
FRS,Fire and Rescue Services,FRS 45 Station 34,M,100215,1517.01,0,F3
FRS,Fire and Rescue Services,FRS 45 Emergency Communications Center (ECC),M,100215,43703.82,0,F3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,87523,1055.57,0,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,120453.2,0,0,24
FRS,Fire and Rescue Services,FRS 45 Station 8,M,110232,53980.18,0,F4
LIB,Department of Public Libraries,LIB 71 Germantown Library,F,50551.78,0,0,13
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,136743,57549.44,0,B2
FRS,Fire and Rescue Services,FRS 45 Station 3,M,110232,3275.91,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 9,M,136743,67554.94,0,B2
FRS,Fire and Rescue Services,FRS 45 Station 6,M,95441,0,0,F2
FRS,Fire and Rescue Services,FRS 45 Station 15,M,121266,54163.79,0,B1
FRS,Fire and Rescue Services,FRS 45 Fourth Battalion - Administration,M,121266,53781.65,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 29,M,110232,48519.41,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 15,M,121266,19757.04,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 40,M,100215,100100.27,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 31,M,100215,45823.49,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 31,M,100215,67969.06,0,F3
FRS,Fire and Rescue Services,FRS 45 First Battalion - Administration,M,121266,27951.25,0,B1
FRS,Fire and Rescue Services,FRS 45 Fifth Battalion - Administration,M,121266,26174.45,0,B1
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,104197,0,0,20
FRS,Fire and Rescue Services,FRS 45 Station 25,M,110232,3279.18,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 40,M,110232,31080.49,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 35,M,100215,758.51,0,F3
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,89818.8,6115.95,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,70417.33,2813.25,0,T1
DOT,Department of Transportation,DOT 50 Highway Services,M,95273.02,25134.88,0,N18
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,113837,2427.5,0,N22
COR,Correction and Rehabilitation,COR 42 PTS Assessment,F,105063.85,312.99,0,22
DOT,Department of Transportation,DOT 50 Transit Special Transportation and Medicaid,F,74334.08,179.55,0,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,124494.1,0,0,N25
DOT,Department of Transportation,DOT 50 Traffic Engineering Design and Operations,M,105651.59,1171.86,0,N25
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,130181,0,0,N25
SHF,Sheriff's Office,SHF 48 Court and Transport,M,105947,3538.41,0,G4
DGS,Department of General Services,DGS 36 Fleet Management Fleet Services,M,107361.86,2288.65,0,N22
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,96416.95,4905.03,0,20
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 ODT Geographic Information System,F,116159.67,0,0,26
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,96812.85,3196.33,0,20
SHF,Sheriff's Office,SHF 48 Court and Transport,M,119692,892.67,0,D1
CCL,County Council,CCL 01 Council Members and Staff,F,88597.08,0,0,N26
HCA,Department of Housing and Community Affairs,HCA 76 Community Development,F,69914.77,0,0,16
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,99242.61,14756.69,0,T2
ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,68030.59,3228.26,0,13
DOT,Department of Transportation,DOT 50 Director Transportation Policy,M,142495,0,0,N27
POL,Department of Police,POL 47 FSB Traffic Division Automated Traffic Enforcement Section,M,127335.4,0,0,N25
DOT,Department of Transportation,DOT 50 Highway Services,M,79509.44,13024.43,0,15
DEP,Department of Environmental Protection,DEP 80 Stewardship Programs,M,119032,0,0,23
DEP,Department of Environmental Protection,DEP 80 Monitoring and Planning,M,129048.78,0,0,N26
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,115755.27,0,0,24
HHS,Department of Health and Human Services,HHS 60 Chief Operating Officer Division,F,82219.75,0,0,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,133407.06,0,0,N26
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,124464,0,0,24
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,M,96670.1,2041.87,0,20
DPS,Department of Permitting Services,DPS 75 Customer Support,F,90350.24,4984.2,0,17
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,119857.76,372.22,0,24
DOT,Department of Transportation,DOT 50 Highway Services,M,81918.34,14039.94,0,15
FRS,Fire and Rescue Services,FRS 45 Training,M,100154.17,3721.2,0,20
COR,Correction and Rehabilitation,COR 42 DS MCDC Custody and Security,F,109465,7384.96,0,C6
FRS,Fire and Rescue Services,FRS 45 Station 8,M,96825,20666.86,0,F3
FRS,Fire and Rescue Services,FRS 45 First Battalion - Administration,F,113204,4685.58,0,B1
FRS,Fire and Rescue Services,FRS 45 First Battalion - Administration,M,113204,6112.31,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 8,M,100215,17382.48,0,F3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,136188,1708.9,0,N26
FRS,Fire and Rescue Services,FRS 45 Recruit Training,F,58113,0,0,F3
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,67613.89,159.98,0,16
HHS,Department of Health and Human Services,HHS 60 Director's Office Division,F,192996.45,0,0,M2
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,99242.61,31153.44,0,T2
CEC,Community Engagement Cluster,CEC 16 Wheaton Urban District,M,67893,6109.06,0,10
ABS,Alcohol Beverage Services,ABS 85 Aspen Hill,M,60704.93,236.7,0,14
ABS,Alcohol Beverage Services,ABS 85 Goshen Crossing,M,72535.9,12175.07,0,14
FRS,Fire and Rescue Services,FRS 45 Budgets and Grants,M,80350.21,0,0,N18
DOT,Department of Transportation,DOT 50 Highway Services,M,79509.45,18350.89,0,15
TBS,Department of Technology and Enterprise Business Solutions,TBS 34 OMC MC311,M,127509.43,0,0,N25
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,M,89818.8,36753,0,T1
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,95458,0,0,18
DGS,Department of General Services,DGS 36 Real Estate Office,M,130181,0,0,25
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,M,79841.49,4669.26,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,86493.33,28301.57,0,T1
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,89818.8,20512.96,0,T1
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,105337.05,0,0,22
DOT,Department of Transportation,DOT 50 Transit Silver Spring Ride On,M,89818.8,9074.46,0,T1
DGS,Department of General Services,DGS 36 Facilities,F,126810.06,3533.63,0,N26
POL,Department of Police,POL 47 MSB Communications Division,M,81079.38,17337.32,0,20
FRS,Fire and Rescue Services,FRS 45 Station 7,M,136743,10233.38,0,B2
PRO,Office of Procurement,PRO 35 Procurement Operations Section,M,73591.39,0,0,18
FRS,Fire and Rescue Services,FRS 45 Volunteer Services Division,M,109774.79,9693.79,0,N25
FRS,Fire and Rescue Services,FRS 45 Station 20,M,78764,95235.11,0,F3
COR,Correction and Rehabilitation,COR 42 DS Intake Classification and Re-Entry Services,F,116223.01,0,0,24
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,67859.89,24168.89,0,10
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,M,65134,22474.2,0,9
CEC,Community Engagement Cluster,CEC 16 Silver Spring Urban District,F,67893,5835.32,0,10
ABS,Alcohol Beverage Services,ABS 85 Darnestown,M,54599.75,69.53,0,12
ABS,Alcohol Beverage Services,ABS 85 Kensington,F,71838.69,1816.44,0,14
ABS,Alcohol Beverage Services,ABS 85 Muddy Branch,M,72535.9,506.39,0,14
ABS,Alcohol Beverage Services,ABS 85 Montrose,F,74353.05,658.46,0,14
POL,Department of Police,POL 47 HQ Office of the Chief,M,112939,5944.19,0,P5
DOT,Department of Transportation,DOT 50 Highway Services,M,77414.65,24589.1,0,15
FIN,Department of Finance,FIN 32 Tax Operations,F,161112.37,0,0,M3
FRS,Fire and Rescue Services,FRS 45 Station 21,M,100215,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 40,M,110232,3685.79,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 32,M,100215,5789.89,0,F3
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,121266,31336.94,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 23,M,121266,45301.89,0,B1
FRS,Fire and Rescue Services,FRS 45 First Battalion - Administration,M,121266,29898.66,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 2,M,110232,66128.66,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 28,M,100215,29.88,0,F3
COR,Correction and Rehabilitation,COR 42 DS Inmate Records,F,72065.75,0,0,16
FRS,Fire and Rescue Services,FRS 45 Emergency Medical & Integrated Healthcare Services,M,121266,45232.65,0,B1
FRS,Fire and Rescue Services,FRS 45 Fifth Battalion - Administration,M,121266,1057.67,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 15,M,121266,34120.85,0,B1
FRS,Fire and Rescue Services,FRS 45 Fifth Battalion - Administration,M,121266,13358.41,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 14,F,110232,14765.36,0,F4
FRS,Fire and Rescue Services,FRS 45 Station 29,M,100215,804.04,0,F3
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,136743,18273.17,0,B2
FRS,Fire and Rescue Services,FRS 45 Station 8,M,100215,0,0,F3
FRS,Fire and Rescue Services,FRS 45 Second Battalion - Administration,M,136743,39447.32,0,B2
FRS,Fire and Rescue Services,FRS 45 Field Operations Administration,M,121266,45427.43,0,B1
FRS,Fire and Rescue Services,FRS 45 Station 24,M,100215,1324.99,0,F3
FRS,Fire and Rescue Services,FRS 45 Station 34,M,100215,3877.49,0,F3
FRS,Fire and Rescue Services,FRS 45 Third Battalion - Administration,M,136743,73894.62,0,B2
FRS,Fire and Rescue Services,FRS 45 Station 35,M,100215,27787.12,0,F3
FRS,Fire and Rescue Services,FRS 45 Third Battalion - Administration,M,121266,42503.19,0,B1
